"CON","NAME           ","R.A.   ","DEC.  ","COMP","OTHER NAMES               ","Mag ","Mag2","SEP  ","PA ","NOTES                                                        ","U2K","TIR","BSA","SAO   "
"CMI","STF 1095       ","07 27.4","+08 45","    ","                          ","7.9 ","8.4 ","10.1 ","78 ","                                                             ","184","12 ","4  ","      "
"CMI","Eta CMi        ","07 28.0","+06 57","    ","                          ","5.3 ","11.1","4    ","25 ","A5                                                           ","184","12 ","4  ","115477"
"CMI","STF 1099       ","07 29.4","+11 32","    ","                          ","8.8 ","9.4 ","3.9  ","343","                                                             ","184","12 ","4  ","96949 "
"CMI","STF 1103       ","07 30.6","+05 15","    ","                          ","7.7 ","9.2 ","4.3  ","245","                                                             ","229","12 ","4  ","      "
"CMI","STF 1114       ","07 33.7","+09 17","    ","                          ","9.2 ","9.7 ","6.5  ","54 ","                                                             ","184","12 ","4  ","115624"
"CMI","Alpha CMi      ","07 39.3","+05 14","AB  ","Procyon                   ","0.4 ","12.9","5.2  ","26 ","F5                                                           ","229","12 ","4  ","115756"
"CMI","STF 1126       ","07 40.1","+05 14","AB  ","                          ","6.4 ","6.7 ","0.9  ","132","                                                             ","229","12 ","4  ","      "
"CMI","STF 1126       ","07 40.1","+05 14","AC  ","                          ","6.4 ","10.6","43.2 ","249","                                                             ","229","12 ","4  ","      "
"CMI","STF 1149       ","07 49.5","+03 13","    ","                          ","7.9 ","9.6 ","21.7 ","41 ","CoCo; Y/B                                                    ","230","12 ","4  ","115981"
"CMI","STF 1182       ","08 05.4","+05 50","    ","                          ","8   ","10  ","4.6  ","73 ","                                                             ","185","12 ","5  ","      "
"CNC","STF 1162       ","07 57.4","+13 12","    ","                          ","7.9 ","9.8 ","9.1  ","328","G5                                                           ","185","12 ","4  ","97411 "
"CNC","STF 1170       ","07 59.8","+13 41","    ","                          ","8.5 ","8.5 ","2.4  ","106","                                                             ","185","12 ","4  ","97450 "
"CNC","STF 1173       ","08 01.4","+16 57","    ","                          ","7.9 ","9.6 ","10   ","51 ","G0                                                           ","185","12 ","5  ","97483 "
"CNC","STT 186        ","08 03.4","+26 16","    ","                          ","7.5 ","8.2 ","1    ","74 ","                                                             ","140","6  ","5  ","      "
"CNC","STF 1179       ","08 04.8","+12 04","    ","                          ","9.7 ","9.7 ","22.4 ","202","                                                             ","185","12 ","5  ","      "
"CNC","STF 1181       ","08 05.5","+08 12","    ","                          ","8   ","9.5 ","5.2  ","140","                                                             ","185","12 ","5  ","116322"
"CNC","STF 1177       ","08 05.6","+27 32","    ","                          ","6.6 ","7.5 ","3.5  ","351","                                                             ","140","6  ","5  ","79928 "
"CNC","STF 1186       ","08 08.9","+27 29","    ","                          ","6.9 ","10.2","3.2  ","218","                                                             ","140","6  ","5  ","      "
"CNC","STF 1188       ","08 09.5","+30 21","    ","                          ","9   ","9.7 ","16.1 ","201","                                                             ","101","6  ","5  ","      "
"CNC","STF 1187       ","08 09.6","+32 13","    ","                          ","7.1 ","8   ","2.9  ","23 ","                                                             ","101","6  ","5  ","      "
"CNC","Zeta Cnc       ","08 12.2","+17 39","AB  ","                          ","5.6 ","6   ","6    ","72 ","F7; Y/Y/O; CoCo; difficult triple                            ","140","12 ","5  ","97645 "
"CNC","Zeta Cnc       ","08 12.2","+17 39","ABXC","                          ","    ","6.2 ","5.7  ","88 ","G2                                                           ","140","12 ","5  ","97645 "
"CNC","Zeta Cnc       ","08 12.2","+17 39","ABXD","                          ","    ","9.7 ","287.9","108","                                                             ","140","12 ","5  ","97645 "
"CNC","STF 1201       ","08 12.9","+09 35","    ","                          ","7.8 ","9.5 ","6.6  ","183","A5                                                           ","185","12 ","5  ","      "
"CNC","STF 1212       ","08 18.1","+30 50","    ","                          ","8.3 ","9.8 ","5.4  ","240","                                                             ","101","6  ","5  ","      "
"CNC","STF 1219       ","08 23.1","+07 38","    ","                          ","9.2 ","9.2 ","12.2 ","262","                                                             ","186","12 ","5  ","      "
"CNC","Phi1 Cnc       ","08 26.5","+27 53","    ","S 566                     ","5.8 ","10.1","130.6","21 ","                                                             ","141","6  ","5  ","      "
"CNC","STF 1224       ","08 26.7","+24 32","    ","                          ","7   ","7.8 ","5.7  ","50 ","                                                             ","141","6  ","5  ","      "
"CNC","24 Cnc         ","08 26.7","+24 32","    ","                          ","7   ","7.8 ","5.8  ","47 ","                                                             ","141","6  ","5  ","80184 "
"CNC","Phi2 Cnc       ","08 26.8","+26 56","    ","STF 1223                  ","6.3 ","6.3 ","5.1  ","218","Well Matched Pair                                            ","141","6  ","5  ","80187 "
"CNC","STF 1228       ","08 27.7","+27 33","    ","                          ","9.2 ","9.7 ","9    ","351","                                                             ","141","6  ","5  ","      "
"CNC","STF 1231       ","08 29.9","+31 22","    ","                          ","8.8 ","9.3 ","24.9 ","211","                                                             ","102","6  ","5  ","      "
"CNC","Theta Cnc      ","08 31.6","+18 05","    ","h 2452                    ","5.6 ","10  ","63.1 ","61 ","                                                             ","141","12 ","5  ","97881 "
"CNC","STF 1245       ","08 35.8","+06 37","AB  ","                          ","6   ","7.2 ","10.3 ","25 ","F6 G5                                                        ","186","12 ","5  ","      "
"CNC","STF 1245       ","08 35.9","+06 37","AC  ","                          ","6   ","10.5","93.2 ","120","                                                             ","186","12 ","5  ","      "
"CNC","STF 1246       ","08 36.3","+09 53","    ","                          ","8.7 ","9.9 ","10.3 ","114","G0; Nice                                                     ","186","12 ","5  ","      "
"CNC","Burnham  584   ","08 39.9","+19 33","AC  ","                          ","6.9 ","7.2 ","45   ","156","Bino pair                                                    ","141","12 ","5  ","      "
"CNC","Burnham  584   ","08 39.9","+19 33","AD  ","                          ","6.9 ","6.6 ","93   ","241","Bino pair                                                    ","141","12 ","5  ","      "
"CNC","Burnham  584   ","08 40.0","+19 33","AB  ","                          ","6.9 ","11.9","1.3  ","291","                                                             ","141","12 ","5  ","      "
"CNC","STF 1254       ","08 40.4","+19 40","AB  ","                          ","6.4 ","8.9 ","20.5 ","54 ","In CL M 44                                                   ","141","12 ","5  ","98021 "
"CNC","STF 1254       ","08 40.4","+19 40","AC  ","                          ","    ","8.6 ","63.2 ","342","                                                             ","141","12 ","5  ","      "
"CNC","STF 1254       ","08 40.4","+19 40","AD  ","                          ","    ","8.9 ","82.6 ","43 ","                                                             ","141","12 ","5  ","      "
"CNC","Epsilon Cnc    ","08 40.5","+19 32","    ","S 574                     ","6.3 ","7.4 ","134.9","249","                                                             ","141","12 ","5  ","98024 "
"CNC","Delta Cnc      ","08 44.7","+18 09","    ","Ascellus Australis; h  457","4.2 ","12.2","38.4 ","90 ","                                                             ","141","12 ","5  ","98087 "
"CNC","Iota Cnc       ","08 46.7","+28 46","    ","                          ","4.2 ","6.6 ","30   ","307","CoCo; O/B                                                    ","102","6  ","5  ","80415 "
"CNC","STF 1276       ","08 47.3","+11 09","    ","                          ","7.7 ","7.9 ","12.5 ","354","                                                             ","186","12 ","5  ","      "
"CNC","STF 1283       ","08 50.0","+14 50","    ","                          ","7.7 ","8.6 ","16.4 ","123","                                                             ","187","12 ","5  ","      "
"CNC","STT 195        ","08 54.0","+08 25","    ","                          ","8   ","8.5 ","9.5  ","139","                                                             ","187","12 ","5  ","      "
"CNC","Iota2 Cnc      ","08 54.2","+30 35","AB  ","                          ","6   ","6.5 ","1.4  ","316","K0                                                           ","102","6  ","5  ","80415 "
"CNC","Iota2 Cnc      ","08 54.2","+30 35","ABXC","                          ","    ","9.1 ","55.6 ","199","                                                             ","102","6  ","5  ","80415 "
"CNC","57 Cnc         ","08 54.2","+30 35","AB  ","STF 1291                  ","6   ","6.5 ","1.4  ","316","                                                             ","102","6  ","5  ","61125 "
"CNC","STF 1291       ","08 54.3","+30 34","    ","                          ","6.1 ","6.4 ","1.5  ","312","                                                             ","102","6  ","5  ","61125 "
"CNC","Alpha Cnc      ","08 58.5","+11 51","    ","Acubens                   ","4.3 ","11.8","11.3 ","322","Magnitude contrast                                           ","187","12 ","5  ","98267 "
"CNC","STF 1300       ","09 01.4","+15 16","    ","                          ","10  ","10.3","5.2  ","182","                                                             ","187","12 ","5  ","      "
"CNC","Omicron4 Cnc   ","09 01.4","+32 15","    ","66 Cnc                    ","5.9 ","8   ","4.6  ","137","CoCo                                                         ","103","6  ","5  ","61202 "
"CNC","STF 1298       ","09 01.5","+32 15","AB  ","                          ","6   ","8.1 ","4.5  ","137","                                                             ","103","6  ","5  ","      "
"CNC","STF 1298       ","09 01.5","+32 15","AC  ","                          ","6   ","10.8","187.4","319","Bino pair                                                    ","103","6  ","5  ","      "
"CNC","AG 162         ","09 07.2","+30 37","    ","                          ","9.4 ","9.5 ","3.9  ","107","                                                             ","103","6  ","5  ","      "
"CNC","STF 1311       ","09 07.5","+22 59","    ","                          ","6.9 ","7.3 ","7.5  ","200","F5 spect                                                     ","142","6  ","5  ","80643 "
"CNC","STF 1322       ","09 12.7","+16 31","    ","                          ","8.1 ","8.6 ","1.7  ","52 ","Above two wide pairs                                         ","187","12 ","5  ","      "
"CNC","STF 1327       ","09 15.5","+27 55","AB  ","                          ","8.2 ","9.4 ","8    ","61 ","F8; CoCo; Y/B/B                                              ","142","6  ","5  ","      "
"CNC","STF 1327       ","09 15.5","+27 55","    ","                          ","    ","9.3 ","26.3 ","22 ","                                                             ","142","6  ","5  ","      "
"CNC","STF 1332       ","09 17.3","+23 39","    ","                          ","7.8 ","8.1 ","5.9  ","26 ","F5                                                           ","142","6  ","5  ","      "
"COL","Alpha Col      ","05 39.6","-34 04","    ","Phact                     ","2.6 ","12.3","11.4 ","359","                                                             ","358","19 ","4  ","196059"
"COL","I  64          ","05 52.6","-37 38","    ","                          ","5.5 ","11.5","17   ","250","                                                             ","359","19 ","4  ","      "
"COL","Burnham  755   ","06 35.4","-36 47","AB  ","                          ","6   ","7   ","0.9  ","258","                                                             ","360","19 ","4  ","      "
"COL","h 3875         ","06 35.4","-36 47","AC  ","                          ","6   ","11.5","21.4 ","301","                                                             ","360","19 ","4  ","      "
"COM","2 Com          ","12 04.3","+21 28","    ","                          ","5.9 ","7.4 ","3.7  ","237","CoCo                                                         ","148","7  ","6  ","82123 "
"COM","STF 1615       ","12 14.1","+32 47","AB  ","                          ","6.9 ","9.7 ","26.7 ","88 ","K0; CoCo; W/B                                                ","107","7  ","6  ","      "
"COM","STT 245        ","12 17.5","+28 56","    ","                          ","5.7 ","9.8 ","8.6  ","280","A0                                                           ","107","7  ","6  ","      "
"COM","STF 1633       ","12 20.7","+27 03","    ","                          ","7   ","7.1 ","9    ","245","Very pretty; solitary                                        ","148","7  ","6  ","      "
"COM","12 Com         ","12 22.5","+25 51","AB  ","                          ","4.8 ","11.8","35   ","54 ","F5                                                           ","148","7  ","6  ","82273 "
"COM","12 Com         ","12 22.5","+25 51","AC  ","                          ","    ","8.3 ","65.2 ","167","A3                                                           ","148","7  ","6  ","82273 "
"COM","STF 1639       ","12 24.4","+25 35","    ","                          ","6.8 ","7.8 ","1.7  ","323","Period 361 yr                                                ","148","7  ","6  ","82293 "
"COM","17 Com         ","12 28.9","+25 55","AB  ","                          ","5.3 ","6.6 ","145.4","251","A0-A3; W/L; Bino pair                                        ","148","7  ","6  ","82328 "
"COM","24 Com         ","12 35.1","+18 23","    ","                          ","5.2 ","6.7 ","20.3 ","271","CoCo; O/B; excellent color                                   ","149","14 ","6  ","100160"
"COM","STF 1678       ","12 45.4","+14 22","    ","                          ","6.8 ","8.5 ","34.1 ","181","A0                                                           ","194","14 ","6  ","100236"
"COM","STF 1685       ","12 51.9","+19 10","AB  ","                          ","7.3 ","7.9 ","16   ","202","F2                                                           ","149","14 ","6  ","      "
"COM","32/33 Com      ","12 52.2","+17 04","    ","                          ","6.3 ","6.7 ","195  ","49 ","Bino pair                                                    ","149","14 ","6  ","100311"
"COM","35 Com         ","12 53.3","+21 14","AB  ","                          ","5.1 ","7.2 ","1.2  ","182","K0; CoCo; L/B                                                ","149","7  ","6  ","82551 "
"COM","COU  96        ","13 10.9","+21 14","    ","                          ","7   ","10.8","10.7 ","312","F2                                                           ","150","7  ","6  ","      "
"COM","COU  54        ","13 11.5","+21 55","    ","                          ","6.8 ","10.4","10.3 ","291","G5                                                           ","150","7  ","6  ","      "
"COM","Beta Com       ","13 11.9","+27 53","    ","                          ","4.3 ","10.1","90.8 ","251","G0                                                           ","150","7  ","6  ","82706 "
"CRA","h 5014         ","18 06.8","-43 25","    ","                          ","5.8 ","5.8 ","1.6  ","221","Binary; period about 200 years                               ","409","22 ","7  ","228708"
"CRA","Kappa CrA      ","18 33.4","-38 44","    ","                          ","5.9 ","6.6 ","21.4 ","359","                                                             ","378","22 ","7  ","210295"
"CRA","Lambda CrA     ","18 43.8","-38 19","AB  ","CorO 227                  ","5.1 ","9.7 ","29.2 ","214","                                                             ","378","22 ","7  ","210501"
"CRA","BrsO 14        ","19 01.1","-37 04","    ","                          ","6.5 ","7   ","13   ","281","Almost Matched Pair; Nice                                    ","379","22 ","7  ","210816"
"CRA","Gamma CrA      ","19 06.4","-37 04","    ","h 5084                    ","4.8 ","5.1 ","1.3  ","17 ","Almost Matched Pair; Period 120 yr; 2015 1.4s PA 349 deg     ","379","22 ","7  ","83958 "
"CRB","STF 1932       ","15 18.3","+26 50","    ","                          ","7.3 ","7.4 ","1.6  ","258","                                                             ","154","7  ","6  ","83756 "
"CRB","STF 1935       ","15 20.2","+30 42","    ","                          ","9.2 ","9.4 ","8.6  ","289","                                                             ","112","7  ","6  ","64641 "
"CRB","Eta CrB        ","15 23.2","+30 17","AB  ","                          ","5.6 ","5.9 ","0.5  ","128","Opening slowly 2014; then 0.7'' ; PA 196 deg                 ","112","7  ","6  ","64673 "
"CRB","Eta CrB        ","15 23.2","+30 17","AC  ","STF 1937                  ","5.6 ","12.6","57.7 ","12 ","                                                             ","112","7  ","6  ","64673 "
"CRB","STF 1941       ","15 25.7","+26 38","    ","                          ","9.8 ","9.9 ","1.4  ","213","                                                             ","154","7  ","6  ","83814 "
"CRB","STF 1964       ","15 38.2","+36 15","AC  ","                          ","7   ","7.6 ","15.2 ","86 ","F5                                                           ","112","7  ","6  ","      "
"CRB","STF 1964       ","15 38.2","+36 15","AD  ","                          ","    ","8.7 ","15.6 ","80 ","                                                             ","112","7  ","6  ","      "
"CRB","Zeta2 CrB      ","15 39.4","+36 38","    ","STF 1965                  ","5.1 ","6   ","6.3  ","305","B is Zeta (1) CrB. CoCo;  W/B                                ","112","7  ","6  ","64834 "
"CRB","STF 1973       ","15 46.4","+36 27","    ","                          ","7.6 ","8.8 ","30.7 ","321","                                                             ","113","7  ","6  ","64892 "
"CRB","STT 302        ","15 54.9","+34 22","    ","                          ","7.2 ","9.2 ","28.6 ","52 ","A2                                                           ","113","7  ","6  ","64970 "
"CRB","Rho CrB        ","16 01.1","+33 20","    ","S 676                     ","5.5 ","8.7 ","89.6 ","71 ","                                                             ","113","8  ","7  ","65024 "
"CRB","STF 2011       ","16 07.6","+29 00","    ","                          ","7.7 ","9.8 ","2.6  ","68 ","                                                             ","113","8  ","7  ","84205 "
"CRB","STT 305        ","16 11.7","+33 21","    ","                          ","6.3 ","10.3","5.4  ","263","K0                                                           ","113","8  ","7  ","      "
"CRB","STF 2022       ","16 12.8","+26 40","    ","                          ","6.4 ","10  ","2.5  ","146","F2                                                           ","155","8  ","7  ","84247 "
"CRB","STF 2029       ","16 13.8","+28 44","    ","                          ","7.7 ","9.6 ","6.1  ","187","                                                             ","113","8  ","7  ","84258 "
"CRB","Sigma CrB      ","16 14.7","+33 52","    ","                          ","5.6 ","6.6 ","7.2  ","238","CoCo; Opening slowly; 2017 7.4'' ; PA 239 deg                ","113","8  ","7  ","65165 "
"CRB","Nu1 CrB        ","16 22.4","+33 48","    ","2 CrB                     ","5.4 ","5.3 ","364.4","165","M K5; Y/Y                                                    ","114","8  ","7  ","      "
"CRB","H  38          ","16 23.2","+32 19","    ","                          ","6.3 ","8.8 ","34.7 ","19 ","A2; Bino pair                                                ","114","8  ","7  ","65262 "
"CRB","STF 2044       ","16 24.2","+37 02","    ","                          ","7.8 ","8.1 ","8.3  ","340","                                                             ","114","8  ","7  ","      "
"CRT","A 1774         ","11 03.2","-11 18","    ","                          ","5.6 ","10.6","3.7  ","271","K0                                                           ","281","13 ","5  ","156421"
"CRT","Gamma Crt      ","11 24.9","-17 41","    ","                          ","4.1 ","9.6 ","5.2  ","96 ","A5                                                           ","326","13 ","5  ","156661"
"CRT","JC 16          ","11 29.8","-24 29","    ","                          ","5.8 ","8.8 ","8.2  ","80 ","F1                                                           ","327","20 ","5  ","179936"
"CRT","STF 3072       ","11 30.8","-06 43","    ","                          ","7.7 ","10.7","9.4  ","33 ","F8                                                           ","282","13 ","5  ","      "
"CRT","h 4456         ","11 36.8","-24 26","    ","                          ","7.2 ","10.9","15.2 ","122","K2                                                           ","327","20 ","5  ","      "
"CRU","Alpha Cru      ","12 26.6","-63 06","AB  ","                          ","1.4 ","1.9 ","4.1  ","111","Almost Matched Pair                                          ","450","25 ","10 ","251904"
"CRU","Alpha Cru      ","12 26.6","-63 06","AC  ","                          ","1.4 ","4.9 ","90.1 ","202","                                                             ","450","25 ","10 ","      "
"CRU","Iota Cru       ","12 46.0","-60 59","    ","                          ","4.7 ","9.5 ","26.9 ","22 ","                                                             ","429","25 ","10 ","252016"
"CRU","Beta Cru       ","12 47.7","-59 41","    ","Mimosa                    ","1.3 ","11.4","44   ","321","B0  Brilliant; red star near                                 ","429","25 ","10 ","240259"
"CRU","Mu Cru         ","12 54.6","-57 11","    ","                          ","4   ","5.2 ","34.9 ","17 ","                                                             ","429","25 ","10 ","240367"
"CRV","STF 1604       ","12 09.5","-11 51","AB  ","                          ","6.8 ","9.3 ","9.9  ","89 ","                                                             ","283","13 ","6  ","157111"
"CRV","STF 1604       ","12 09.5","-11 51","AC  ","                          ","    ","9.2 ","19.1 ","25 ","                                                             ","283","13 ","6  ","      "
"CRV","South  634     ","12 11.4","-16 47","    ","                          ","7.2 ","8.4 ","5.5  ","291","G5                                                           ","283","13 ","6  ","157133"
"CRV","Burnham  920   ","12 15.8","-23 21","    ","                          ","6.8 ","7.9 ","1.2  ","293","F5                                                           ","328","21 ","6  ","180619"
"CRV","Burnham  921   ","12 17.9","-24 01","AXBC","                          ","7   ","11.2","3.4  ","219","B9                                                           ","328","21 ","6  ","      "
"CRV","Delta Crv      ","12 29.9","-16 31","    ","Algorab                   ","3   ","9.2 ","24.2 ","214","CoCo; Y/RP                                                   ","283","13 ","6  ","157323"
"CRV","Burnham   28   ","12 30.1","-13 24","AB  ","                          ","6.5 ","8.6 ","1.2  ","300","                                                             ","283","14 ","6  ","157326"
"CRV","STF 1669       ","12 41.3","-13 01","    ","                          ","6   ","6.1 ","5.4  ","311","Matched Pair                                                 ","284","14 ","6  ","157448"
"CRV","South  643     ","12 54.0","-18 02","    ","                          ","6.8 ","9.3 ","23.4 ","294","A0 A2                                                        ","329","14 ","6  ","157579"
"CVN","2 CVn          ","12 16.1","+40 40","    ","                          ","5.8 ","8.1 ","11.4 ","260","CoCo: R/B                                                    ","74 ","7  ","6  ","44097 "
"CVN","STF 1624       ","12 16.7","+39 36","    ","                          ","7.2 ","10.1","6.1  ","150","A2                                                           ","74 ","7  ","6  ","62930 "
"CVN","STF 1632       ","12 20.2","+37 54","    ","                          ","6.8 ","10.2","10.2 ","193","K0; Y/O spect                                                ","108","7  ","6  ","62952 "
"CVN","STF 1642       ","12 25.0","+44 44","    ","                          ","8.4 ","9.2 ","2.6  ","180","Beautiful field                                              ","75 ","7  ","6  ","44170 "
"CVN","STF 1645       ","12 28.1","+44 48","    ","                          ","7.4 ","8   ","10.4 ","158","F5                                                           ","75 ","7  ","6  ","44187 "
"CVN","Alpha CVn      ","12 56.0","+38 19","    ","Cor Caroli                ","2.9 ","5.5 ","19.4 ","229","YW/B; CoCo; Grand pair                                       ","108","7  ","6  ","63256 "
"CVN","15/17 CVn      ","13 09.6","+38 32","    ","                          ","6.3 ","6   ","284  ","277","B7-F0; Bino pair                                             ","109","7  ","6  ","63374 "
"CVN","17 CVn         ","13 10.1","+38 30","    ","                          ","6   ","6.2 ","84.4 ","297","F0-B9; Bino pair                                             ","109","7  ","6  ","63380 "
"CVN","STT 261        ","13 12.0","+32 49","    ","                          ","7.2 ","7.7 ","2.2  ","342","F8                                                           ","109","7  ","6  ","63396 "
"CVN","STF 1755       ","13 32.4","+36 49","    ","                          ","7.2 ","8.1 ","4.4  ","131","G5; Y/Y                                                      ","109","7  ","6  ","63593 "
"CVN","25 CVn         ","13 37.5","+36 18","    ","                          ","5   ","6.9 ","1.8  ","107","F0; Period 220 yr                                            ","109","7  ","6  ","63648 "
"CYG","STF 2486       ","19 12.1","+49 51","    ","                          ","6.6 ","6.8 ","7.9  ","210","Almost Matched Pair; In a singularly beautiful field         ","83 ","8  ","7  ","48193 "
"CYG","STT 182        ","19 26.8","+50 09","    ","                          ","7.3 ","8.5 ","73   ","300","Bino pair                                                    ","54 ","3  ","2  ","      "
"CYG","STF 2534       ","19 28  ","+36 32","    ","                          ","8   ","8   ","7    ","64 ","                                                             ","118","8  ","7  ","      "
"CYG","Beta Cyg       ","19 30.7","+27 58","    ","Albireo                   ","3.1 ","5.1 ","34.4 ","54 ","CoCo; Y/B; vivid color; famous                               ","162","8  ","7  ","87301 "
"CYG","STT 374        ","19 31  ","+50 11","    ","                          ","7   ","10.5","18.7 ","298","                                                             ","55 ","3  ","2  ","      "
"CYG","16 Cyg         ","19 41.8","+50 32","    ","                          ","6   ","6.1 ","32.3 ","143","Almost Matched Pair                                          ","55 ","3  ","2  ","31899 "
"CYG","STT 383        ","19 42.9","+40 43","    ","                          ","7   ","8.3 ","0.9  ","18 ","                                                             ","84 ","8  ","7  ","93415 "
"CYG","Delta Cyg      ","19 45.0","+45 08","    ","                          ","2.9 ","6.3 ","2.5  ","247","W/BW; Magnitude contrast                                     ","84 ","8  ","7  ","48796 "
"CYG","STF 2578       ","19 45.7","+36 05","AB  ","                          ","6.4 ","7.4 ","15   ","125","A0                                                           ","119","8  ","7  ","68816 "
"CYG","STF 2578       ","19 45.7","+36 05","AC  ","                          ","    ","11.4","45.9 ","358","                                                             ","119","8  ","7  ","      "
"CYG","H V 137        ","19 45.9","+35 01","AB  ","STTA 191                  ","6.5 ","9.2 ","38.7 ","27 ","K0-A2; CoCo; O/B                                             ","119","8  ","7  ","80162 "
"CYG","H V 137        ","19 45.9","+35 01","AC  ","STTA 191                  ","    ","8.5 ","44.6 ","77 ","                                                             ","119","8  ","7  ","      "
"CYG","STF 2576       ","19 46  ","+33 36","    ","                          ","8   ","8   ","1.5  ","14 ","                                                             ","119","8  ","7  ","      "
"CYG","STF 2578       ","19 46  ","+36 05","    ","                          ","6.5 ","7.5 ","15.1 ","125","                                                             ","119","8  ","7  ","68806 "
"CYG","17 Cyg         ","19 46.4","+33 44","AB  ","                          ","5   ","9.2 ","26   ","69 ","F5-K5; CoCo; R/B                                             ","119","8  ","7  ","68827 "
"CYG","17 Cyg         ","19 46.4","+33 44","AC  ","                          ","    ","9   ","134.6","138","                                                             ","119","8  ","7  ","      "
"CYG","STT 386        ","19 48.3","+37 10","    ","                          ","8.2 ","8.5 ","0.9  ","72 ","                                                             ","119","8  ","7  ","68884 "
"CYG","STT 387        ","19 48.7","+35 19","    ","                          ","7   ","7.6 ","0.6  ","152","                                                             ","119","8  ","7  ","      "
"CYG","STF 2588       ","19 49  ","+44 22","    ","                          ","7   ","7.5 ","9.6  ","160","                                                             ","84 ","8  ","7  ","48866 "
"CYG","19 Cyg         ","19 50  ","+38 43","    ","                          ","6   ","10  ","54.6 ","106","                                                             ","119","8  ","7  ","68947 "
"CYG","J 781          ","19 55  ","+30 11","    ","                          ","9.5 ","9.5 ","2.8  ","306","                                                             ","119","8  ","7  ","      "
"CYG","STT 390        ","19 55.1","+30 12","AB  ","                          ","6.6 ","8.9 ","9.7  ","22 ","B9; Carbon star SAO 87932 in field                           ","119","8  ","7  ","87932 "
"CYG","STT 390        ","19 55.1","+30 12","AC  ","                          ","    ","10.6","16.4 ","175","                                                             ","119","8  ","7  ","87932 "
"CYG","Psi Cyg        ","19 55.6","+52 26","    ","                          ","4.9 ","7.4 ","3.2  ","178","Magnitude contrast; mediocre CoCo                            ","55 ","3  ","2  ","32114 "
"CYG","STT 393        ","19 58  ","+44 23","    ","                          ","7.5 ","8.5 ","18.9 ","228","                                                             ","84 ","8  ","7  ","      "
"CYG","STF 2606       ","19 58.6","+33 17","    ","                          ","7.7 ","8.3 ","0.8  ","143","                                                             ","119","8  ","7  ","      "
"CYG","STF 2609       ","19 59  ","+38 06","    ","                          ","7   ","8   ","2.1  ","23 ","Carbon star SAO 69166 in field                               ","119","8  ","7  ","69093 "
"CYG","STF 2611       ","19 59  ","+47 22","    ","                          ","8   ","8   ","5.3  ","27 ","                                                             ","84 ","8  ","7  ","49052 "
"CYG","STT 394        ","20 00.2","+36 25","    ","                          ","7.1 ","9.9 ","11   ","294","CoCo; O/B; pretty quad star 34 sec following                 ","119","9  ","8  ","69238 "
"CYG","26 Cyg         ","20 01.4","+50 06","    ","                          ","5.1 ","10.1","41.8 ","147","K0; CoCo; Y/B; Carbon star SAO 32202 in field                ","55 ","3  ","2  ","49098 "
"CYG","h 1468         ","20 02  ","+40 18","    ","                          ","8   ","9   ","13   ","279","                                                             ","84 ","9  ","8  ","      "
"CYG","h 1470         ","20 03.7","+38 20","    ","                          ","7.3 ","9.4 ","28.8 ","337","M: CoCo; Y/G; Colori Superbi-Smyth                           ","119","9  ","8  ","69335 "
"CYG","STF 2624       ","20 04  ","+36 01","    ","                          ","7   ","7.5 ","1.6  ","172","                                                             ","119","9  ","8  ","      "
"CYG","STF 2633       ","20 08  ","+32 35","    ","                          ","8   ","11  ","11.7 ","103","                                                             ","119","9  ","8  ","      "
"CYG","STF 2639       ","20 09  ","+35 29","    ","                          ","7.5 ","8.5 ","6.2  ","301","                                                             ","119","9  ","8  ","      "
"CYG","STF 2658       ","20 13  ","+53 08","    ","                          ","7   ","9   ","5.5  ","113","Y/W                                                          ","55 ","3  ","2  ","      "
"CYG","Omicron1 Cyg   ","20 13.6","+46 44","AC  ","31 Cygni1                 ","4   ","7   ","107  ","173","Bino pair; CoCo                                              ","84 ","9  ","8  ","49337 "
"CYG","Omicron1 Cyg   ","20 13.6","+46 44","AD  ","31 Cygni2                 ","4   ","5   ","338  ","338","Bino pair                                                    ","84 ","9  ","8  ","      "
"CYG","STF 2658       ","20 13.7","+53 08","AB  ","                          ","9.2 ","5.4 ","5.4  ","111","F5                                                           ","55 ","3  ","2  ","      "
"CYG","STT 403        ","20 14.4","+42 06","    ","                          ","7.4 ","7.6 ","0.8  ","173","B8                                                           ","84 ","9  ","8  ","      "
"CYG","29 Cyg         ","20 14.5","+36 48","AB  ","                          ","5.6 ","6.6 ","212.4","153","K0                                                           ","119","9  ","8  ","      "
"CYG","32 Cyg         ","20 15.5","+47 43","    ","                          ","4   ","9.5 ","208.9","175","K0                                                           ","84 ","9  ","8  ","      "
"CYG","STT 404        ","20 16  ","+52 30","    ","                          ","7   ","9.5 ","29.6 ","114","                                                             ","55 ","3  ","2  ","32404 "
"CYG","STF 2663       ","20 17  ","+39 41","    ","                          ","8   ","8.5 ","5.4  ","324","                                                             ","84 ","9  ","8  ","69749 "
"CYG","STF 2666       ","20 18.1","+40 44","AB  ","                          ","5.8 ","8   ","2.7  ","245","B2                                                           ","84 ","9  ","8  ","49438 "
"CYG","STF 2666       ","20 18.1","+40 44","AC  ","                          ","    ","8.5 ","34.1 ","208","                                                             ","84 ","9  ","8  ","      "
"CYG","STF 2671       ","20 18.4","+55 24","AB  ","                          ","6.1 ","7.5 ","3.5  ","338","W/Y                                                          ","55 ","3  ","2  ","      "
