038.2+12.0 |18 15 10.7 +10 08 02.   73..9034|Cn 3-1       | 38+12 1 |18152+1007 |CANNON 1926                     |Anon. 18h15m,ARO 97,SaSt 2-20,VV 171,VV' 391
038.4-03.3 |19 10 52.6 +03 19 53.   67.30013|K 4-19       | 38-03 1 |19108+0319 |KOHOUTEK 1964                   |
038.7+01.9 |18 52 29.9 +05 58 48.   76..9055|YM 16        | 38+02 1 |           |SHARPLESS 1959                  |ARO 141,RCW 181
038.7-03.3 |19 11 24.0 +03 32 33.   76..9055|M 1-69       | 38-03 2 |19113+0332 |MINKOWSKI 1946                  |ARO 187,VV 223,VV' 485
039.5-02.7 |19 11 05.8 +04 32 55.   76..9055|M 2-47       | 39-02 1 |19110+0432 |MINKOWSKI 1947                  |ARO 147,VV 222,VV' 484
039.8+02.1 |18 53 52.5 +07 03 24.   73..9034|K 3-17       | 39+02 1 |18538+0703 |KOHOUTEK 1964                   |ARO 297
040.3-00.4 |19 04 19.2 +06 19 13.   83...481|A 53         | 40-00 1 |19043+0619 |ABELL 1955                      |A55 41,ARO 183,VV' 478
040.4-03.1 |19 13 59.64+05 07 56.3  90..1502|K 3-30       | 40-03 1 |19140+0507 |KOHOUTEK 1964                   |ARO 312
041.2-00.6 |19 06 47.6 +07 00 50.   83.28035|HaTr 14      |         |           |HARTL et al 1983                |
041.8+04.4 |18 49 19.11+09 51 13.3  90..1502|K 3-15       | 41+04 1 |18493+0951 |KOHOUTEK 1964                   |ARO 294
041.8-02.9 |19 16 01.7 +06 26 52.   83...481|NGC 6781     | 41-02 1 |19160+0626 |HERSCHEL 1830                   |ARO 32,VV 228,VV' 492
042.0+05.4 |18 46 11.22+10 32 25.2  90..1502|K 3-14       | 42+05 1 |18461+1032 |KOHOUTEK 1964                   |AS 324,MHa 352- 9
042.5-14.5 |19 58 07.6 +01 35 33.   76..9055|NGC 6852     | 42-14 1 |19581+0135 |KOHOUTEK 1963                   |ARO 167,K 1-18
042.9-06.9 |19 32 05.79+05 34 25.5  90..1502|NGC 6807     | 42-06 1 |19320+0534 |PICKERING 1882                  |ARO 74,VV 234,VV' 502
043.0-03.0 |19 18 35.7 +07 31 17.   73..9034|M 4-14       | 43-03 1 |           |MINKOWSKI 1948                  |ARO 120
043.1+03.8 |18 54 11.9 +10 48 14.   76..9055|M 1-65       | 43+03 1 |18541+1048 |MONKOWSKI 1946                  |ARO 142,VV 215,VV' 467
043.1+37.7 |16 42 23.5 +23 53 17.   73..9034|NGC 6210     | 43+37 1 |16423+2353 |STRUVE 1827                     |ARO 5,EM* CDS 904;VV 82,VV' 143
043.3+02.2 |18 59 56.  +10 13 00.   90..1004|PM 1-276     |         |           |PREITE-MARTINEZ 1988            |CTSS 1
043.3+11.6 |18 25 31.6 +14 27 11.   76..9055|M 3-27       | 43+11 1 |18255+1427 |MINKOWSKI 1948                  |ARO 137,VV' 410
043.5-13.4 |19 55 58.5 +02 54 12.   73..9034|A 67         | 43-13 1 |           |ABELL 1955                      |A55 54,ARO 117,VV' 520
044.0+05.2 |18 50 42.00+12 12 17.0  90..1502|K 3-16       | 44+05 1 |           |KOHOUTEK 1964                   |ARO 295
044.1+05.8 |18 48 25.  +12 33 00.   90..1004|CTSS 2       |         |           |CAPELLARO et al 1990            |
044.3+10.4 |18 31 46.2 +14 46 55.   78.10519|We 3-  1     |         |           |WEINBERGER 1978                 |
044.3-05.6 |19 30 13.10+07 21 29.0  90..1502|K 3-36       | 44-05 1 |19302+0721 |KOHOUTEK 1964                   |
045.4-02.7 |19 21 59.0 +09 47 59.   73..9034|Vy 2- 2      | 45-02 1 |19219+0947 |VYSSOTSKY 1945                  |ARO 151,M 1-70,VV 230,VV' 497
045.6+01.5 |19 07 06.3 +11 55 54.   81..1550|K 3-22       | 45+01 1 |           |KOHOUTEK 1964                   |
045.6+24.3 |17 40 29.5 +21 28 11.   83...481|K 1-14       | 45+24 1 |17404+2128 |KOHOUTEK 1963                   |ARO 48
045.7-04.5 |19 29 12.0 +09 07 13.   73..9034|NGC 6804     | 45-04 1 |19291+0907 |PEASE 1917                      |ARO 34,VV 233,VV' 500
045.9-01.9 |19 20 04.66+10 35 33.4  90..1502|K 3-33       | 45-01 1 |19200+1035 |KOHOUTEK 1964                   |
046.3-03.1 |19 25 22.35+10 18 11.0  90..1502|PB  9        | 46-03 1 |19253+1018 |PEIMBERT et al 1960             |ARO 152
046.4-04.1 |19 28 53.5 +09 57 00.   73..9034|NGC 6803     | 46-04 1 |19289+0956 |PICKERING 1882                  |ARO 73,VV 232,VV' 499
046.8+02.9 |19 04 05.  +13 40 00.   90..1004|CTSS 4       |         |           |CAPELLARO et al 1990            |
046.8+03.8 |19 00 50.  +14 02 30.   90..1004|CTSS 3       |         |           |CAPELLARO et al 1990            |Sh 2-78
047.0+42.4 |16 25 32.2 +28 01 12.   83...481|A 39         | 47+42 1 |16255+2801 |ABELL 1955                      |A55 27,ARO 180,VV' 140
047.1+04.1 |19 00 23.1 +14 24 26.   67.30013|K 3-21       | 47+04 1 |           |KOHOUTEK 1964                   |
047.1-04.2 |19 30 56.0 +10 30 29.   83...481|A 62         | 47-04 1 |           |ABELL 1955                      |A55 50,ARO 155,VV' 501
048.0-02.3 |19 25 54.15+12 13 25.1  90..1502|PB 10        | 48-02 1 |19258+1213 |PEIMBERT et al 1960             |Ap 4- 1,ARO 153
048.1+01.1 |19 13 12.58+13 58 30.4  90..1502|K 3-29       | 48+01 2 |19132+1358 |KOHOUTEK 1964                   |
048.5+04.2 |19 02 35.75+15 43 00.9  90..1502|K 4-16       | 48+04 2 |19025+1542 |KOHOUTEK 1964                   |ARO 303
048.7+01.9 |19 11 21.2 +14 54 18.   76..9055|He 2-429     | 48+01 1 |19113+1454 |HENIZE 1964                     |ARO 148,M 4-13
048.7+02.3 |19 09 49.5 +15 03 56.   76..9055|K 3-24       | 48+02 1 |19098+1504 |KOHOUTEK 1964                   |ARO 305
048.7-01.5 |19 24 07.35+13 13 38.   80..1011|DeHt 4       |         |           |DENGEL et al 1980               |
049.3+88.1 |12 57 02.70+27 54 24.0  90..1502|H 4- 1       | 49+88 1 |           |HARO 1951                       |ARO 179
049.4+02.4 |19 10 49.5 +15 41 32.   76..9055|He 2-428     | 49+02 1 |19108+1541 |HENIZE 1964                     |ARO 186,M 4-12
050.1+03.3 |19 09 16.7 +16 46 29.   73..9034|M 1-67       | 50+03 1 |19092+1646 |MERRILL 1938                    |ARO 10,He 2- 427,Sh 2- 80,VV 220,VV' 481
050.4+05.2 |19 02 19.2 +17 52 36.   76..9055|A 52         | 50+05 1 |19023+1752 |ABELL 1955                      |A55 40,ARO 144,VV' 476
050.4-01.6 |19 27 59.12+14 41 01.7  90..1502|K 4-28       | 50-01 1 |19279+1441 |KOHOUTEK 1964                   |
051.0+02.8 |19 12 46.  +17 17 30. * 86..2788|WhMe 1       |         |           |WHITELOCK et al 1986            |
051.0+03.0 |19 11 50.9 +17 26 20.   76..9055|He 2-430     | 51+03 1 |19118+1726 |HENIZE 1964                     |ARO 308,AS 345,MHa 305- 11
051.0-04.5 |19 39 44.20+13 43 32.0  90..1502|PC 22        | 51-04 1 |19397+1343 |APRIAMASVILI 1959               |ARO 160,VV' 508
051.3+01.8 |19 17 04.  +17 06 14.   90..2003|PM 1-295     |         |           |PREITE-MARTINEZ 1988            |TCSS 1
051.4+09.6 |18 47 38.60+20 47 07.9  90..1502|Hu 2-1       | 51+09 1 |18476+2047 |HUMASON 1922                    |Anon. 18h47m,ARO 100,VV 208,VV' 458
051.5+06.1 |19 01 26.0 +19 16 53.   73..9034|K 1-17       | 51+06 1 |19014+1916 |KOHOUTEK 1963                   |ARO 83
051.9+25.8 |17 42 57.8 +27 21 17.   73..9034|K 1-15       | 51+25 1 |           |KOHOUTEK 1963                   |ARO 98
051.9-03.8 |19 38 51.4 +14 49 50.   76..9055|M 1-73       | 51-03 1 |19388+1449 |MINKOWSKI 1946                  |ARO 158,He 2- 443,VV 238,VV' 506
052.2+07.6 |18 56 53.70+20 32 52.0  90..1502|K 4-10       | 52+07 1 |18569+2032 |KOHOUTEK 1964                   |
052.2-04.0 |19 40 01.3 +15 01 57.   73..9034|M 1-74       | 52-04 1 |19400+1502 |MINKOWSKI 1946                  |ARO 162,He 2- 445,VV 240,VV' 510
052.5-02.9 |19 36 53.5 +15 49 54.   73..9034|Me 1-1       | 52-02 2 |19368+1549 |MERRILL 1942                    |ARO 104,He 2- 441,VV' 505,VV 237
052.9+02.7 |19 16 50.54+18 56 46.8  90..1502|K 3-31       | 52+02 1 |19168+1856 |KOHOUTEK 1964                   |ARO 315
052.9-02.7 |19 37 02.41+16 14 20.8  90..1502|K 3-41       | 52-02 1 |19370+1613 |KOHOUTEK 1964                   |ARO 328
053.2-01.5 |19 33 03.4 +17 06 22.   67.30013|K 3-38       | 53-01 1 |19330+1706 |KOHOUTEK 1964                   |
053.3+03.0 |19 16 29.5 +19 28 23.   73..9034|A 59         | 53+03 1 |19164+1928 |ABELL 1955                      |A55 48,ARO 84,VV' 494
053.3+24.0 |17 52 24.7 +28 00 29.   67.30013|Vy 1- 2      | 53+24 1 |17524+2800 |VYSSOTSKY 1942                  |ARO 182,VV 129,VV' 291
053.8-03.0 |19 39 55.2 +16 58 00.   76..9055|A 63         | 53-03 1 |           |ABELL 1955                      |A55 51,ARO 161,VV' 509
054.1-12.1 |20 12 48.0 +12 32 54.   73..9034|NGC 6891     | 54-12 1 |20127+1233 |COPELAND 1884                   |ARO 37,VV 253,VV' 529
054.4-02.5 |19 39 19.48+17 38 12.2  90..1502|M 1-72       | 54-02 1 |19393+1738 |MINKOWSKI 1946                  |ARO 159,He 2- 444,VV 239,VV' 507
055.1-01.8 |19 38 12.00+18 42 18.0  90..1502|K 3-43       | 55-01 1 |19382+1842 |KOHOUTEK 1964                   |
055.2+02.8 |19 21 15.13+21 02 08.1  90..1502|He 2-432     | 55+02 1 |19212+2102 |HENIZE 1964                     |ARO 321
055.3+02.7 |19 21 37.1 +21 00 46.   73..9034|He 1-  1     | 55+02 2 |19216+2100 |HENIZE 1961                     |ARO 188,He 2- 433
055.3+06.6 |19 06 32.6 +22 54 00.   76..9055|A 54         | 55+06 1 |           |ABELL 1955                      |A55 42,ARO 184,VV' 479
055.4+16.0 |18 29 18.7 +26 54 05.   83...481|A 46         | 55+16 1 |           |ABELL 1955                      |A55 34,ARO 119,VV' 419
055.5-00.5 |19 34 14.6 +19 35 45.   76..9055|M 1-71       | 55-00 1 |19342+1935 |MINKOWSKI 1946                  |ARO 156,He 2- 439,VV 236,VV' 504
055.6+02.1 |19 24 28.0 +21 03 30.   76..9055|He 1-  2     | 55+02 3 |19244+2103 |HENIZE 1961                     |ARO 189,He 2- 435
056.0+02.0 |19 25 34.63+21 23 53.5  90..1502|K 3-35       | 56+02 1 |19255+2123 |KOHOUTEK 1964                   |ARO 323
056.4-00.9 |19 37 24.41+20 12 04.4  90..1502|K 3-42       | 56-00 1 |           |KOHOUTEK 1964                   |
056.8-06.9 |20 00 20.60+17 28 23.0  90..1502|K 3-51       | 56-06 1 |20003+1728 |KOHOUTEK 1964                   |ARO 340
057.2-08.9 |20 08 09.9 +16 46 24.   73..9034|NGC 6879     | 57-08 1 |20081+1646 |PICKERING 1883                  |ARO 107,He 2- 455,VV 249,VV' 525
057.9-01.5 |19 43 11.74+21 12 43.4  90..1502|He 2-447     | 57-01 1 |19431+2112 |HENIZE 1964                     |VES 47
058.3-10.9 |20 17 51.4 +16 34 22.   86..1121|IC 4997      | 58-10 1 |20178+1634 |FLEMING 1896                    |ARO 38,He 2- 464,VV 256,VV' 532
058.6+06.1 |19 15 00.  +25 32     a 67.30013|A 57         | 58+06 1 |           |ABELL 1955                      |A55 46,ARO 149,VV' 490
058.6-05.5 |19 59 29.1 +19 46 18.   81..1143|WeSb 5       |         |           |WEINBERGER et al 1981           |
058.9+01.3 |19 34 14.75+23 33 02.8  90..1502|K 3-40       | 58+01 1 |19342+2333 |KOHOUTEK 1964                   |VES 16
059.0+04.6 |19 21 58.5 +25 12 54.   67.30013|K 3-34       | 59+04 1 |           |KOHOUTEK 1964                   |
059.0-01.7 |19 46 15.5 +22 02 28.   76..9055|He 1-  3     | 59-01 1 |19462+2201 |HENIZE 1961                     |ARO 164,He 2- 448
059.4+02.3 |19 31 40.92+24 25 52.5  90..1502|K 3-37       | 59+02 1 |19316+2425 |KOHOUTEK 1964                   |ARO 325
059.7-18.7 |20 47 40.1 +13 22 15.   83...481|A 72         | 59-18 1 |20476+1322 |ABELL 1955                      |A55 59,ARO 173,VV' 538
059.9+02.0 |19 33 48.98+24 48 07.2  90..1502|K 3-39       | 59+02 2 |19338+2448 |KOHOUTEK 1964                   |ARO 326
060.0-04.3 |19 58 00.0 +21 34 40.   76..9055|A 68         | 60-04 1 |19579+2134 |ABELL 1955                      |A55 55,ARO 166,VV' 522
060.1-07.7 |20 10 29.4 +19 50 18.   86..1121|NGC 6886     | 60-07 2 |20104+1950 |COPELAND 1884                   |ARO 109,He 2- 458,VV 252,VV' 528
060.3-07.3 |20 09 42.9 +20 11 04.   76..9055|He 1-  5     | 60-07 1 |20097+2010 |HENIZE 1961                     |ARO 169,He 2- 457,He 3-1844
060.4+01.5 |19 36 46.9 +24 58 36.   91.30001|PM 1-310     |         |19367+2458 |PREITE-MARTINEZ 1988            |HuDo 1
060.5+01.8 |19 36 03.24+25 08 48.9  90..1502|He 2-440     | 60+01 1 |19360+2508 |HENIZE 1964                     |VES 26
060.5-00.3 |19 44 08.7 +24 03 43.   67.30013|K 3-45       | 60-00 1 |19442+2404 |KOHOUTEK 1964                   |
060.8-03.6 |19 57 26.6 +22 34 45.   73..9034|NGC 6853     | 60-03 1 |19574+2234 |HUGGINS 1864                    |ARO  14,He 2- 452,M 27,VV 246,VV' 521
061.0+08.0 |19 12 30.9 +28 35 27.   83...481|K 3-27       | 61+08 1 |19125+2835 |KOHOUTEK 1964                   |
061.3+03.6 |19 30 54.9 +26 46 13.   76..9055|He 2-437     | 61+03 1 |19309+2646 |HENIZE 1964                     |ARO 154,M 4-15
061.4-09.5 |20 20 08.5 +19 56 39.   73..9034|NGC 6905     | 61-09 1 |20201+1956 |HERSCHEL 1831                   |ARO 75,He 2- 466,VV 257,VV' 535
061.8+02.1 |19 37 36.  +26 24     a 67.30013|He 2-442     | 61+02 1 |           |HENIZE 1964                     |ARO 157,M 4-16
061.9+41.3 |16 38 34.71+38 48 05.1  90..1502|DdDm 1       |         |16385+3848 |DOLIDZE et al 1966              |KO 1,DDDM 1
062.4+09.5 |19 09 11.  +30 27 52.   67.30013|NGC 6765     | 62+09 1 |19091+3027 |MINKOWSKI 1946                  |ARO 185,M 1-68,VV 221,VV' 482
062.4-00.2 |19 48 23.1 +25 46 41.   76..9055|M 2-48       | 62-00 1 |19483+2546 |MINKOWSKI 1947                  |ARO 190,He 2- 449,VV 243,VV' 515
063.1+13.9 |18 51 44.2 +32 57 52.   67.30013|NGC 6720     | 63+13 1 |18517+3257 |MESSIER et al 1779              |ARO 9,M 57,VV 214,VV' 466
063.8-03.3 |20 02 52.01+25 18 01.2  90..1502|K 3-54       | 63-03 1 |20028+2518 |KOHOUTEK 1964                   |ARO 343
064.6+48.2 |16 02 43.4 +40 49 04.   83...481|NGC 6058     | 64+48 1 |16027+4049 |CURTIS 1918                     |ARO 49,VV 76,VV' 129
064.7+05.0 |19 32 47.5 +30 24 20.   86..1121|BD+30 3639   | 64+05 1 |19327+3024 |CAMPBELL 1893                   |ARO 11,He 2- 438,VV 235,VV' 503
064.9+15.5 |18 48 14.0 +35 11 02.   71..9067|M 1-64       | 64+15 1 |18482+3510 |MINKOWSKI 1946                  |ARO 82,VV 210,VV' 460
064.9-02.1 |20 01 17.89+26 52 25.0  90..1502|K 3-53       | 64-02 1 |20012+2652 |KOHOUTEK 1964                   |ARO 341
065.0-27.3 |21 27 34.4 +11 57 14.6  83..1351|Ps 1         | 65-27 1 |21274+1156 |PEASE 1928                      |ARO 111,Ku 648,VV 265,VV' 550
065.1-03.5 |20 06 58.8 +26 18 02.   77..1547|We 1-  9     |         |20069+2618 |WEINBERGER 1977                 |
065.2-05.6 |20 15 13.9 +25 12 22.   76..9055|He 1-  6     | 65-05 1 |20152+2512 |HENIZE 1961                     |ARO 171,He 2- 462
065.9+00.5 |19 53 01.4 +29 09 23.   83...481|NGC 6842     | 65+00 1 |19530+2909 |CURTIS 1919                     |ARO 106,He 2- 451,Sh 1- 72,Sh 2- 95,VV 245,VV' 518
066.7-28.2 |21 34 28.0 +12 33 48.   83...481|NGC 7094     | 66-28 1 |21344+1233 |KOHOUTEK 1963                   |ARO 194,K 1-19
066.9+02.2 |19 49 02.4 +30 54 48.   81..1550|K 4-37       | 66+02 1 |           |KOHOUTEK 1964                   |
066.9-05.2 |20 17 32.2 +26 50 44.   67.30013|PC 24        | 66-05 1 |20175+2650 |PEIMBERT et al 1961             |ARO 192,He 1- 7,He 2- 463
067.9-00.2 |20 01 11.51+30 24 04.8  90..1502|K 3-52       | 67-00 1 |20011+3024 |KOHOUTEK 1964                   |
068.3-02.7 |20 11 55.70+29 24 46.7  90..1502|He 2-459     | 68-02 1 |20119+2924 |HENIZE 1964                     |ARO 347,VES 123
068.6+01.1 |19 57 20.0 +31 47 03.   67.30013|He 1-  4     | 68+01 2 |           |HENIZE 1961                     |ARO 191,AS 375,He 2- 453,MHa 92- 31
068.7+01.9 |19 54 37.21+32 14 08.6  90..1502|K 4-41       | 68+01 1 |19546+3214 |KOHOUTEK 1964                   |
068.7+03.0 |19 49 57.21+32 51 31.7  90..1502|PC 23        | 68+03 1 |19499+3251 |PEIMBERT et al 1961             |ARO 165,He 2- 450
068.7+14.8 |18 58 44.9 +38 17 03.   85..3129|Sp 4-1       |         |           |STEPHENSON 1985                 |
068.8-00.0 |20 02 45.1 +31 18 51.   67.30013|M 1-75       | 68-00 1 |20027+3118 |MINKOWSKI 1946                  |ARO 168,He 2- 454,VV 248,VV' 524
069.2+02.8 |19 52 05.29+33 14 05.8  90..1502|K 3-49       | 69+02 1 |19520+3314 |KOHOUTEK 1964                   |ARO 338
069.2+03.8 |19 48 06.0 +33 38 16.   67.30013|K 3-46       | 69+03 1 |19481+3338 |KOHOUTEK 1964                   |ARO 334
069.4-02.6 |20 14 22.8 +30 24 36.   67.30013|NGC 6894     | 69-02 1 |20143+3024 |HERSCHEL 1823                   |ARO 110,HE 2- 460,VV 254,VV' 530
069.6-03.9 |20 19 56.0 +29 49 46.   67.30013|K 3-58       | 69-03 1 |           |KOHOUTEK 1964                   |ARO 348
069.7-00.0 |20 04 58.30+32 07 49.9  90..1502|K 3-55       | 69+00 1 |           |KOHOUTEK 1964                   |
071.6-02.3 |20 19 04.71+32 19 49.2  90..1502|M 3-35       | 71-02 1 |20190+3219 |MINKOWSKI 1948                  |ARO 172,He 2- 465,VV' 534
072.1+00.1 |20 10 52.05+34 11 27.4  90..1502|K 3-57       | 72+00 1 |20108+3411 |KOHOUTEK 1964                   |
072.7-17.1 |21 14 38.15+23 56 15.6  67.30013|A 74         | 72-17 1 |           |ABELL 1955                      |A55 61,ARO 193,VV' 546
073.0-02.4 |20 23 09.14+33 24 22.5  90..1502|K 3-76       |         |           |KOHOUTEK 1972                   |
074.5+02.1 |20 09 01.63+37 15 44.3  90..1502|NGC 6881     | 74+02 1 |20090+3715 |PICKERING 1881                  |ARO 108,He 2- 456,VV 250,VV' 526
075.6+04.3 |20 02 36.  +39 26     a 67.30013|Anon. 20h02m | 75+04 1 |           |ANON.                           |ARO 342
075.7+35.8 |17 12 30.  +49 19 00.   83..3101|Sa 4-  1     |         |           |SANDULEAK 1983                  |
076.3+01.1 |20 18 06.  +38 15     a 67.30013|A 69         | 76+01 1 |           |ABELL 1955                      |A55 56,ARO 15,VV' 533
076.4+01.8 |20 15 25.8 +38 40 54.   71..9082|KjPn 3       |         |           |KAZARYAN et al 1971             |K 4-52
077.5+03.7 |20 10 24.  +40 41 12. * 71..9082|KjPn 1       |         |20107+4038 |KAZARYAN et al 1971             |AS 389,K 4-51,MHa 328-107
077.6+14.7 |19 17 42.  +46 09     a 67.30013|A 61         | 77+14 1 |           |ABELL 1955                      |A55 49,VV' 495
077.7+03.1 |20 13 30.  +40 31 18. * 71..9082|KjPn 2       |         |20136+4025 |KAZARYAN et al 1971             |K 3-75
078.3-02.7 |20 40 21.0 +37 29 42.   72..9045|K 4-53       |         |20403+3729 |KOHOUTEK 1972                   |
078.5+18.7 |18 58 00.  +48 24     a 67.30013|A 50         | 78+18 1 |           |ABELL 1955                      |A55 39,NGC,6742,VV' 472
078.6+05.2 |20 07 01.2 +42 21 18.   72..9045|Dd 1         |         |           |DOLIDZE 1971                    |K 3-74
078.9+00.7 |20 27 30.  +40 05 18. * 72..9045|Sd 1         |         |           |SHERWOOD 1969                   |K 3-77,KjPn 5
079.6+05.8 |20 07 22.2 +43 34 54.   67.30013|M 4-17       | 79+05 1 |20073+4334 |MINKOWSKI 1948                  |ARO 346
079.9+06.4 |20 05 17.0 +44 05 37.   67.30013|K 3-56       | 79+06 1 |20052+4405 |KOHOUTEK 1964                   |ARO 345
081.2-14.9 |21 33 20.1 +31 28 18.   83...481|A 78         | 81-14 1 |           |ABELL 1955                      |A55 64,ARO 174,VV' 554
082.1+07.0 |20 08 49.0 +46 18 42.   86..1121|NGC 6884     | 82+07 1 |20088+4618 |COPELAND 1884                   |ARO  57,VV 251,VV' 527
082.5+11.3 |19 48 20.85+48 50 01.1  90..1502|NGC 6833     | 82+11 1 |           |PICKERING 1883                  |ARO 105,VV 244,VV' 516
083.5+12.7 |19 43 27.2 +50 24 10.   67.30013|NGC 6826     | 83+12 1 |19434+5024 |HERSCHEL 1793                   |ARO 13,VV 242,VV' 514
083.9-08.4 |21 20 16.2 +37 54 24.   72..9045|K 3-81       |         |           |KOHOUTEK 1972                   |
084.0+09.5 |20 02 31.8 +49 10 36.   72..9045|K 3-73       |         |           |KOHOUTEK 1972                   |
084.2+01.0 |20 43 25.8 +44 28 18.   72..9045|K 4-55       |         |           |KOHOUTEK 1972                   |
084.2-04.2 |21 05 46.2 +40 58 48.   72..9045|K 3-80       |         |           |KOHOUTEK 1972                   |
084.9+04.4 |20 30 46.5 +47 10 48.   83...481|A 71         | 85+04 1 |           |ABELL 1955                      |A55 58,ARO 352,Sh 2-116,VV' 537
084.9-03.4 |21 05 09.5 +42 02 02.8  82..1149|NGC 7027     | 84-03 1 |           |WEBB 1879                       |ARO 40,Sh 2-113,VV 261,VV' 543
086.1+05.4 |20 30 19.2 +48 42 27.   77..1547|We 1- 10     |         |           |WEINBERGER 1977                 |
086.5-08.8 |21 31 07.4 +39 24 40.   67.30013|Hu 1-2       | 86-08 1 |21311+3924 |HUMASON 1921                    |Anon.21h31m,ARO 89,VV 267,VV' 553
087.4-03.8 |21 16 14.9 +43 36 00.   77..1548|We 2-245     |         |           |WEINBERGER 1977                 |
088.7+04.6 |20 43 49.47+50 11 40.5  90..1502|K 3-78       |         |20438+5011 |KOHOUTEK 1972                   |
088.7-01.6 |21 12 27.7 +46 04 50.   67.30013|NGC 7048     | 88-01 1 |21124+4604 |CURTIS 1919                     |ARO 41,Hb 9,VV 262,VV' 545
089.0+00.3 |21 04 35.5 +47 39 02.   86..1121|NGC 7026     | 89+00 1 |21046+4739 |COPELAND 1880                   |ARO  59,EM* CDS 1218,VV 260,VV' 542
089.3-02.2 |21 17 19.  +46 06 05.   67.30013|M 1-77       | 89-02 1 |21173+4606 |MINKOWSKI 1946                  |ARO 42,VV 263,VV' 547
089.8-00.6 |21 12 19.  +47 32       67.30013|Sh 1- 89     | 89-00 1 |21123+4733 |SHARPLESS 1959                  |ARO 357,VV' 544
089.8-05.1 |21 30 36.76+44 22 28.5  90..1502|IC 5117      | 89-05 1 |21306+4422 |FLEMING 1905                    |ARO 112,VV 266,VV' 552
091.6+01.8 |21 09 13.8 +50 34 48.   77..1547|We 1- 11     |         |21092+5035 |WEINBERGER 1977                 |
091.6-04.8 |21 36 55.2 +45 46 54.   72..9045|K 3-84       |         |21369+4546 |KOHOUTEK 1972                   |
092.1+05.8 |20 51 46.2 +53 34 18.   72..9045|K 3-79       |         |           |KOHOUTEK 1972                   |
093.3-00.9 |21 29 06.  +49 46 54. * 72..9045|K 3-82       |         |21291+4946 |KOHOUTEK 1972                   |
093.3-02.4 |21 35 11.7 +48 42 41.   83....46|M 1-79       | 93-02 1 |21351+4842 |MINKOWSKI 1946                  |ARO 365,VV 268,VV'555
093.4+05.4 |20 59 05.1 +54 20 41.   67.30013|NGC 7008     | 93+05 2 |20590+5420 |PEASE 1917                      |ARO 39,VV 258,VV' 540
093.5+01.4 |21 19 05.7 +51 40 38.   83....46|M 1-78       | 93+01 1 |21190+5140 |MINKOWSKI 1946                  |ARO 358,VV 264,VV' 548
094.0+27.4 |18 21 35.3 +64 20 30.   83...481|K 1-16       | 94+27 1 |18216+6419 |KOHOUTEK 1963                   |
094.5-00.8 |21 33 58.8 +50 40 48.   72..9045|K 3-83       |         |21339+5040 |KOHOUTEK 1972                   |
095.1-02.0 |21 41 29.30+50 11 28.2  90..1502|M 2-49       | 95-02 1 |21414+5011 |MINKOWSKI 1947                  |ARO 367,VV 269,VV' 556
095.2+00.7 |21 30 09.00+52 20 34.0  90..1502|K 3-62       | 95+00 1 |21301+5220 |KOHOUTEK 1964                   |ARO 362
095.2+07.8 |20 55 07.5 +57 14 21.   83...481|A 73         | 95+07 1 |20551+5714 |ABELL 1955                      |A55 60,ARO 356,VV' 539
096.3+02.3 |21 28 23.8 +54 14 17.   67.30013|K 3-61       | 96+02 1 |21284+5414 |KOHOUTEK 1964                   |ARO 361
096.4+29.9 |17 58 34.2 +66 38 05.   67.30013|NGC 6543     | 96+29 1 |           |HERSCHEL 1786                   |ARO 6,VV 143,VV' 335
097.5+03.1 |21 30 36.2 +55 39 27.   83....46|A 77         | 97+03 1 |21306+5540 |ABELL 1955                      |A55 63,ARO 363,Sh 2-128,VV' 551
097.6-02.4 |21 55 51.2 +51 27 20.   67.30013|M 2-50       | 97-02 1 |21559+5127 |MINKOWSKI 1947                  |ARO 368,VV 271,VV' 558
098.1+02.4 |21 37 34.5 +55 32 27.   83....46|K 3-63       | 98+02 1 |21375+5532 |KOHOUTEK 1964                   |ARO 366
098.2+04.9 |21 25 57.82+57 26 00.5  90..1502|K 3-60       | 98+04 1 |21259+5726 |KOHOUTEK 1964                   |
100.0-08.7 |22 29 37.78+47 32 37.1  90..1502|Me 2-2       |100-08 1 |22296+4732 |MERRILL 1941                    |Anon.22h29m,ARO 373
100.6-05.4 |22 21 55.7 +50 42 47.   86..1121|IC 5217      |100-05 1 |22219+5042 |FLEMING 1904                    |ARO 85,VV 274,VV' 561
101.8+08.7 |21 25 11.3 +62 40 23.   83...481|A 75         |101+08 1 |21251+6240 |ABELL 1964                      |ARO 359
102.8-05.0 |22 32 43.8 +52 10 32.   83...481|A 80         |102-05 1 |           |ABELL 1955                      |A55 66,ARO 375,VV' 565
102.9-02.3 |22 24 21.5 +54 34 23.   83...481|A 79         |102-02 1 |           |ABELL 1955                      |A55 65,ARO 372,VV' 562
103.2+00.6 |22 14 15.6 +57 13 42.   83...481|M 2-51       |103+00 1 |22142+5713 |MINKOWSKI 1947                  |ARO 369,VV 272,VV' 559
103.7+00.4 |22 18 41.8 +57 21 11.   67.30013|M 2-52       |103+00 2 |22187+5721 |MINKOWSKI 1947                  |ARO 371,VV 273,VV' 560
104.1+01.0 |22 18 28.49+57 59 09.8  90..1502|Bl 2- 1      |104+00 1 |22184+5759 |BLANCO 1964                     |ARO 370
