324.1+09.0 |14 58 13.8 -48 09 14.2  84..1537|ESO 223-10   |         |14582-4809 |HOLMBERG et al 1977             |
324.2+02.5 |15 19 51.7 -53 40 46.   76..9055|He 2-125     |324+02 1 |15198-5340 |HENIZE 1964                     |ESO 177-04,Sa 3- 29,Wray 16- 178
324.8-01.1 |15 38 00.9 -56 27 11.   76..9055|He 2-133     |324-01 1 |15380-5626 |HENIZE 1964                     |ESO 177-10,Sa 3- 31,Wray 15-1341?
325.0+03.2 |15 21 50.6 -52 40 11.   76..9055|He 2-129     |325+03 1 |15218-5240 |HENIZE 1964                     |ESO 177-05,Sa 2- 122,Wray 16- 182
325.4-04.0 |15 55 02.3 -58 15 19.   76..9055|He 2-141     |325-04 1 |15550-5815 |HENIZE 1964                     |ESO 136-11,Sa 2- 129,Wray 16- 195
325.8+04.5 |15 21 29.7 -51 09 08.   76..9055|He 2-128     |325+04 1 |15214-5109 |HENIZE 1964                     |ESO 224-03,Sa 2-121,Wray 16- 181
325.8-12.8 |16 49 49.3 -64 09 39.   76..9055|He 2-182     |325-12 1 |16498-6409 |HENIZE 1964                     |MWC 242,ESO 101-16,Sa 2-157,StWr 1- 2,Wray 16- 238
326.0-06.5 |16 11 25.4 -59 46 34.   76..9055|He 2-151     |326-06 1 |16114-5946 |HENIZE 1964                     |ESO 137-09,Wray 15-1440
326.1-01.9 |15 49 00.  -56 15       79.....2|VBe 3        |         |15489-5615 |VAN DEN BERGH 1979              |
326.7+42.2 |14 01 41.8 -16 59 13.   76..9055|IC  972      |326+42 1 |           |ABELL 1955                      |A55 26,A 37,VV' 119
327.1-01.8 |15 54 11.4 -55 33 17.   76..9055|He 2-140     |327-01 2 |15541-5533 |HENIZE 1964                     |ESO 178-04,Wray 16- 194
327.1-02.2 |15 55 59.5 -55 46 57.   76..9055|He 2-142     |327-02 1 |15559-5546 |HENIZE 1964                     |ESO 178-05,SaSt 2-11,Wray 16- 198
327.5+13.3 |15 02 55.2 -42 48 24.   73..9034|He 2-118     |327+13 1 |15029-4248 |HENIZE 1964                     |ESO 273-16,Sa 2-114,StWr 4-11,Wray 16-165
327.7-05.4 |16 15 06.  -57 51 10.   89.30812|KoRe 1       |         |           |KOESTER et al 1989              |
327.8+10.0 |15 13 24.9 -45 27 56.   76..9055|NGC 5882     |327+10 1 |15134-4527 |HERSCHEL 1834                   |ARO 505,ESO 274-07,He 2- 122,Sa 2-118,StWr 4-13,VV 71,VV' 122,Wray 16- 171
327.8-01.6 |15 57 03.3 -54 57 14.   76..9055|He 2-143     |327-01 1 |15570-5457 |HENIZE 1964                     |ESO 178-07,Sa 2-130,Wray 16- 200
327.8-06.1 |16 19 18.7 -58 12 26.   76..9055|He 2-158     |327-06 1 |16193-5812 |HENIZE 1964                     |ESO 137-22,Sa 2-142,StWr 2-46,Wray 16- 218
327.8-07.2 |16 25 13.9 -59 02 48.   76..9055|He 2-163     |327-07 1 |16252-5902 |HENIZE 1964                     |ESO 137-30,Sa 2-145,StWr 2-47,Wray 16- 222
327.9-04.3 |16 09 56.  -56 51 54. d 76..9055|He 2-147     |327-04 1 |16099-5651 |HENIZE 1964                     |ESO 178-13,Wray 16- 208
328.2+01.3 |15 45 46.  -52 21 24. d 77..2615|Lo 10        |         |           |LONGMORE 1977                   |
328.9-02.4 |16 06 43.1 -54 49 44.   76..9055|He 2-146     |328-02 1 |16067-5449 |HENIZE 1964                     |ESO 178-10,Sa 2-133,Wray 16- 205
329.0+01.9 |15 47 56.8 -51 22 24.   76..9055|Sp 1         |329+02 1 |15479-5122 |SHAPLEY 1936                    |ARO 518,RCW 100
329.3-02.8 |16 10 33.5 -54 49 31.   76..9055|Mz 2         |329-02 2 |16105-5449 |MENZEL 1922                     |ESO 178-15,He 2- 150,Sa 2-137,VV 78,VV' 132,Wray 16- 210
329.4-02.7 |16 10 26.6 -54 40 06.   76..9055|He 2-149     |329-02 1 |16104-5440 |HENIZE 1964                     |ESO 178-14,Sa 2-136
329.5+01.7 |15 51 24.  -51 15     a 73..9025|VBRC 7       |         |           |VAN DEN BERGH et al 1973        |ARO 532,ESO 225-03,Wray 16- 191
329.5-02.2 |16 08 38.  -54 15 55.   83.30015|Wray 17- 75  |         |           |WRAY 1966                       |HeFa 1
330.2+05.9 |15 38 39.6 -47 31 12.   77..1134|Lo  9        |         |           |LONGMORE 1977                   |K 1-30
330.6-02.1 |16 13 19.3 -53 24 41.   76..9055|He 2-153     |330-02 1 |           |HENIZE 1964                     |ESO 178-17,Sa 2-140,Wray 16- 212
330.6-03.6 |16 20 21.9 -54 29 09.   76..9055|He 2-159     |330-03 1 |16203-5429 |HENIZE 1964                     |ESO 179-04,Sa 2-143,Wray 16- 219
330.7+04.1 |15 47 38.5 -48 36 00.   76..9055|Cn 1-1       |330+04 1 |15476-4836 |CANNON 1921                     |ESO 225-01,Wray 15-1364
330.9+04.3 |15 47 42.8 -48 17 03.   66.30012|Wray 16-189  |         |15478-4817 |WRAY 1966                       |Sa 2-125
331.0-02.7 |16 18 17.1 -53 33 53.   76..9055|He 2-157     |331-02 1 |16183-5333 |HENIZE 1964                     |ESO 179-03,Wray 16- 217
331.1-05.7 |16 33 37.1 -55 36 25.   76..9055|PC 11        |331-05 1 |16336-5536 |PEIMBERT et al 1961             |ESO 179-11,He 2- 172,He 3-1223,StWr 2- 43,Wray 16- 228
331.3+16.8 |15 09 38.0 -37 56 16.   73..9034|NGC 5873     |331+16 1 |15096-3756 |COPELAND 1883                   |ARO 533,ESO 328-34,He 2- 121,Sa 2-117,StWr 4- 7,VV 70,VV' 121,Wray 16- 170
331.4+00.5 |16 05 13.0 -50 54 08.   76..9055|He 2-145     |331+00 1 |16051-5053 |HENIZE 1964                     |ARO 556,ESO 225-05,Pe 1- 4,Sa 3- 34,VV' 130,Wray 16- 204
331.4-03.5 |16 23 53.6 -53 54 47.   76..9055|He 2-162     |331-03 1 |16238-5354 |HENIZE 1964                     |ESO 179-06,Wray 16- 221
331.5-02.7 |16 20 41.7 -53 15 41.   76..9055|He 2-161     |331-02 2 |16206-5315 |HENIZE 1964                     |ESO 179-05,Sa 2-144,Wray 16- 220
331.5-03.9 |16 26 00.8 -54 03 05.   76..9055|He 2-165     |331-03 2 |16260-5402 |HENIZE 1964                     |ESO 179-08,Sa 2-147,Wray 16- 224
331.7-01.0 |16 13 23.3 -51 51 44.   76..9055|Mz 3         |331-01 1 |16133-5151 |MENZEL 1922                     |ESO 225-09,He 2- 154,RCW 101,VV  80,VV' 136,Wray 16- 213
332.0-03.3 |16 25 56.8 -53 16 32.   76..9055|He 2-164     |332-03 1 |16259-5316 |HENIZE 1964                     |ESO 179-07,Sa 2-146,Wray 16- 223
332.2+03.5 |15 56 43.7 -48 07 08.   66.30012|Wray 16-199  |         |15567-4807 |WRAY 1966                       |Sa 3-32
332.3-04.2 |16 31 22.9 -53 43 59.   76..9055|He 2-170     |332-04 1 |16313-5344 |HENIZE 1964                     |ESO 179-10,Sa 2-149,StWr 2- 42,Wray 16- 227
332.8-16.4 |17 47 21.8 -60 22 35.   83.28035|HaTr  6      |         |           |HARTL et al 1983                |
332.9-09.9 |17 04 48.0 -56 51 01.   76...524|He 3-1333    |         |           |HENIZE 1976                     |
333.4+01.1 |16 11 37.4 -49 05 56.   76..9055|He 2-152     |333+01 1 |16116-4905 |HENIZE 1964                     |ESO 225-08,Pe 1- 5,Sa 2-139,VV' 135,Wray 16- 211
333.4-04.0 |16 35 41.4 -52 43 21.   83.28035|HaTr  3      |         |           |HARTL et al 1983                |
334.3-01.4 |16 27 18.5 -50 20 46.   90..2581|MeWe 1- 6    |         |           |MELMER et al 1990               |
334.3-09.3 |17 07 37.2 -55 20 24.   76..9055|IC 4642      |334-09 1 |17075-5520 |FLEMING 1901                    |ESO 180-04,He 2- 201,Sa 2- 176,Sp 2
334.8-07.4 |16 59 00.2 -53 51 31.   77..1548|SaSt 2- 12   |         |16590-5351 |SANDULEAK et al 1972            |He 3-1312
335.2-03.6 |16 41 08.0 -51 06 48.   83.28035|HaTr  4      |         |           |HARTL et al 1983                |
335.4+09.2 |15 49 48.3 -41 41 33.1  84..1537|ESO 330-02   |         |           |HOLMBERG et al 1975             |K 1-31
335.4-01.1 |16 30 29.0 -49 15 06.   76..9055|He 2-169     |335-01 1 |16304-4914 |HENIZE 1964                     |ESO 226-15,Sa 3- 36,Wray 15-1508
335.5+12.4 |15 39 42.  -39 10       83...423|DS 2         |         |           |DRILLING 1983                   |
335.6-04.0 |16 44 47.8 -51 03 59.   90..2581|MeWe 1- 8    |         |           |MELMER et al 1990               |
335.9-03.6 |16 44 06.3 -50 37 15.   90..2581|MeWe 1- 7    |         |           |MELMER et al 1990               |
336.2+01.9 |16 20 16.5 -46 35 17.   76..9055|Pe 1- 6      |336+01 1 |16202-4635 |PEREK 1960                      |ESO 276-03,He 2- 160,Sa 3- 35,VV' 137
336.2-06.9 |17 02 16.5 -52 25 58.   73..9018|PC 14        |336-06 1 |17023-5226 |PEIMBERT et al 1961             |ESO 227-05,He 2- 195,Sa 2-171,Wray 15-1611,Y-C 2-20
336.3-05.6 |16 55 40.5 -51 37 36.   76..9055|He 2-186     |336-05 1 |16556-5137 |HENIZE 1964                     |ESO 227-01,Sa 2-161,Wray 15-1585
336.8-07.2 |17 05 38.2 -52 09 16.   77..1134|K 2-17       |         |17056-5209 |KOHOUTEK 1977                   |ESO 227-06
336.9+08.3 |15 58 48.  -41 25 12. * 66.30012|StWr 4-10    |         |15587-4125 |WRAY 1966                       |ESO 330-08,Sa 1- 3,Sa 2-132,Wray 15-1407
336.9-11.5 |17 30 21.6 -54 26 47.   90..2581|MeWe 1-10    |         |           |MELMER et al 1990               |
337.4+01.6 |16 26 48.1 -45 56 22.   76..9055|Pe 1- 7      |337+01 1 |16268-4556 |PEREK 1960                      |ESO 276-04,He 2- 166,VV' 139,Wray 15-1495
337.4-09.1 |17 18 36.5 -52 43 39.   77..1548|Wray 16-266  |         |17186-5243 |WRAY 1966                       |ESO 180-07
337.5-05.1 |16 57 45.9 -50 18 36.   76..9055|He 2-187     |337-05 1 |16577-5018 |HENIZE 1964                     |ESO 227-02,Wray 15-1594
337.6-04.2 |16 53 39.4 -49 42 14.   90..2581|MeWe 1- 9    |         |           |MELMER et al 1990               |
338.1-08.3 |17 16 49.1 -51 42 20.   76..9055|NGC 6326     |338-08 1 |17168-5142 |HERSCHEL 1835                   |ARO 519,ESO 228-01,He 2- 208,VV' 174,Sa 2-39,StWr 2-39,VV 97,Wray 16- 262
338.8+05.6 |16 15 54.7 -42 08 23.   73..9034|He 2-155     |338+05 1 |16158-4208 |HENIZE 1964                     |Sa 2-141,ESO 331-01,Wray 16- 215
339.9+88.4 |12 53 08.  +26 09 42. d 80..2605|LoTr  5      |         |           |LONGMORE et al 1980             |
340.4-14.1 |17 56 57.6 -52 44 17.   77..1548|Sa 1- 6      |         |           |WRAY 1966                       |ESO 182-02,Sa 2- 278,StWr 2- 4l,Wray 15-1818
340.8+10.8 |16 05 08.1 -37 00 53.   77..1134|Lo 12        |         |           |LONGMORE 1977                   |ESO 389-14,K 1-33
340.8+12.3 |16 00 06.2 -35 52 39.   77..1134|Lo 11        |         |16000-3552 |LONGMORE 1977                   |ESO 389-09,K 1-32
340.9-04.6 |17 07 42.7 -47 21 22.   66.30012|Sa 1-5       |         |17077-4721 |SANDULEAK 1974                  |ESO 278-05,Sa 2-177,Wray 15-1633
341.2-24.6 |19 05 38.  -55 39 30. d 77..2615|Lo 18        |         |           |LONGMORE 1977                   |
341.5-09.1 |17 32 16.3 -49 23 43.   76..9055|He 2-248     |341-09 1 |           |HENIZE 1964                     |ESO 228-06,Sa 2-218,StWr 2-38,Wray 16- 290
341.6+13.7 |15 58 07.4 -34 24 16.   76..9055|NGC 6026     |341+13 1 |15581-3424 |DE VAUCOULEURS 1955             |ESO 389-07,He 2- 144,Sa 2- 131,StWr 4- 4,VV' 128,Wray 16- 201
341.8+05.4 |16 28 05.0 -40 08 58.   73..9034|NGC 6153     |341+05 1 |16280-4008 |COPELAND 1883                   |ARO 501,ESO 331-06,He 2- 167,RCW 112,Sa 2- 148,VV 81,VV' 141,Wray 16-225
342.1+10.8 |16 09 41.6 -36 06 01.   73..9034|NGC 6072     |342+10 1 |16097-3606 |HUBBLE 1921                     |ARO 500,ESO 389-15,My 93,Sa 2- 134,VV 77
342.1+27.5 |15 19 23.16-23 26 50.0  90..1502|Me 2-1       |342+27 1 |15193-2326 |MERRILL 1942                    |ARO  88,ESO 514-12,He 2- 126,Sa 2- 120,StWr 4- 2 ,VV 72,VV' 124,Wray 16- 176,Y-C 2-18
342.5-14.3 |18 03 22.8 -51 01 35.   76..9055|Sp 3         |342-14 1 |18033-5101 |SHAPLEY 1936                    |ESO 229-06,
342.7+00.7 |16 49 59.  -42 34 24. d 77..1550|H 1- 3       |342+00 1 |           |HARO 1952                       |ESO 277-17,Sa 3- 38,VV' 146,Wray 16- 239
342.8-06.6 |17 24 04.  -46 53 06. d 77..1550|Cn 1-4       |342-06 1 |17240-4653 |CANNON 1921                     |ESO 278-10,He 2- 224,PC 16,Sa 2-197,StWr 2- 33,W ray 16- 274
342.9-02.0 |17 02 46.  -44 09 12. d 77..1550|Pe 1- 8      |342-02 1 |17027-4409 |HENIZE 1964                     |ESO 278-03,He 2- 198,Sa 2-173,VV' 159,Wray 16- 249
342.9-04.9 |17 15 51.  -45 50 06. d 77..1550|He 2-207     |342-04 1 |17158-4550 |HENIZE 1964                     |ESO 278-08,Sa 2-183,Wray 16- 261
343.0-01.7 |17 02 03.  -43 53 24. d 77..1550|Vd 1-9       |343-01 1 |17020-4352 |VANDERVORT 1964                 |ESO 278-01
343.3-00.6 |16 57 54.0 -43 01 35.   83.28035|HaTr  5      |         |           |HARTL et al 1983                |
343.4+11.9 |16 10 13.  -34 28 06. d 77..1552|H 1- 1       |343+11 1 |           |HARO 1952                       |ESO 389-16,Sa 2-135,StWr 4- 5,VV' 134,Wray 16-  209
343.5-07.8 |17 31 56.3 -46 57 57.   76..9055|PC 17        |343-07 1 |17319-4657 |PEIMBERT et al 1961             |ESO 279-01,He 2-246,Sa 2-216,StWr 2-34,Wray 16- 288
343.6+03.7 |16 40 57.  -39 57 48. d 80..1013|SuWt 3       |         |           |SCHUSTER et al 1980             |
343.9+00.8 |16 53 53.  -41 33 18. d 76.26001|H 1- 5       |344+00 1 |16538-4133 |HARO 1952                       |ESO 332-15,Sa 3- 39,VV' 149,Wray 16- 243
344.2+04.7 |16 39 09.  -38 48 48. d 77..1550|Vd 1-1       |344+04 1 |16391-3848 |VANDERVORT 1964                 |ESO 331-08,He 2- 178,Sa 2-151,Wray 16- 231
344.2-01.2 |17 03 26.  -42 37 18. d 77..1550|H 1- 6       |344-01 1 |           |HARO 1952                       |ESO 278-04,He 2- 199,Sa 3- 40,VV' 160,Wray 16- 250
344.4+02.8 |16 47 06.  -39 57 54. d 77..1550|Vd 1-5       |344+02 1 |           |VANDERVORT 1964                 |ESO 332-04,Sa 2-156
344.4-06.1 |17 26 23.2 -45 20 31.   66.30012|Wray 16-278  |         |           |WRAY 1966                       |Sa 2-208
344.8+03.4 |16 46 07.  -39 16 00. d 77..1550|Vd 1-3       |344+03 1 |           |VANDERVORT 1964                 |ESO 332-02,Sa 3- 37
345.0+03.4 |16 47 00.  -39 03 12. d 77..1550|Vd 1-4       |345+03 1 |16469-3903 |VANDERVORT 1964                 |ESO 332-03,He 3-1261,Sa 2-154,Wray 16- 235
345.0+04.3 |16 43 21.  -38 31 36. d 77..1550|Vd 1-2       |345+04 1 |16433-3831 |VANDERVORT 1964                 |ESO 332-01
345.0-04.9 |17 22 34.  -44 08 54. d 77..1550|Cn 1-3       |345-04 1 |17225-4408 |CANNON 1921                     |ESO 278-09,He 2- 220,PC 15,Sa 2-195,StWr 2-30,Wray 16- 272
345.2-01.2 |17 06 55.4 -41 49 06.   67.30013|H 1- 7       |345-01 1 |17069-4149 |HARO 1952                       |AS 219,ESO 332-24,He 2- 200,Sa 2-174,VV' 164,Wray 16- 254
345.2-08.8 |17 41 52.6 -46 04 10.   76..9055|Tc 1         |345-08 1 |17418-4604 |THACKERAY 1950                  |MWC 267,ESO 279-07,He 2- 274,SaSt 2-16,StWr 2-35,Wray 15- 1771
345.3-10.2 |17 49 02.6 -46 41 14.   90..2581|MeWe 1-11    |         |           |MELMER et al 1990               |
345.4+00.1 |17 01 39.2 -40 48 52.   73..9034|IC 4637      |345+00 1 |           |FLEMING 1901                    |ESO 332-21,He 2- 193,Sa 2-168,VV 89,VV' 156,Wray 15-1607
345.5+15.1 |16 06 35.  -30 46 12. d 77..2615|Lo 13        |         |           |LONGMORE 1977                   |
345.6+06.7 |16 36 08.  -36 28 30. d 77..1552|He 2-175     |345+06 1 |16361-3628 |HENIZE 1964                     |ESO 391-01,Sa 2-150,Wray 16- 229
345.9+03.0 |16 51 02.  -38 39 18. d 77..1550|Vd 1-6       |345+03 2 |16510-3839 |VANDERVORT 1964                 |ESO 332-07,Sa 2- 159,Wray 16- 241
345.9-11.2 |17 55 52.  -46 38 42. d 77..1548|ESO 279-14   |         |           |HOLMBERG et al 1975             |
346.0+08.5 |16 30 47.  -34 59 12. d 77..1552|He 2-171     |346+08 1 |16307-3459 |HENIZE 1964                     |ESO 390-07,Wray 16- 226
346.2-08.2 |17 41 48.4 -44 53 00.   76..9055|IC 4663      |346-08 1 |17417-4453 |FLEMING 1901                    |ESO 279-06,He 2- 273,Sa 2- 236,StWr 2- 32,VV 111,VV' 239,Wray 16- 303
346.3-06.8 |17 35 42.  -44 08     a 75..9016|Fg 2         |346-06 1 |17356-4408 |FLEMING 1909                    |ESO 279-04,He 2- 257,Sa 2-225,StWr 2-31,VV 106,VV' 224,Wray 16- 293
346.9+12.4 |16 20 06.0 -31 38 00.   76..9055|K 1- 3       |346+12 1 |           |KOHOUTEK 1962                   |A 38,ESO 452-01,Wray 19- 45
347.4+05.8 |16 45 34.  -35 42 00. d 77..1552|H 1- 2       |347+05 1 |16456-3542 |HARO 1952                       |AS 208,ESO 391- 03,He 2- 181,MHa 300- 58,Sa 2-153,VV' 144,Wray 16- 234
347.7+02.0 |17 01 10.  -37 49 06. d 77..1550|Vd 1-8       |347+01 1 |17011-3749 |VANDERVORT 1964                 |ESO 332-18,Sa 2- 167
348.0+06.3 |16 45 30.2 -34 55 44.   90..1016|MGP 1        |         |           |MANCHADO et al 1989             |RPZM 2- 1,Wray 15-1537
348.0-13.8 |18 14 48.5 -46 00 16.   76..9055|IC 4699      |348-13 1 |18148-4600 |FLEMING 1901                    |ARO 521,ESO 280- 08,He 2- 383,Sa 2-326,StWr 2-36,VV 167,VV' 383,Wray 16- 405
348.4-04.1 |17 29 17.  -40 56 18. d 77..1550|H 1-21       |348-04 1 |17292-4056 |HARO 1952                       |ESO 333-13,Sa 2-213,VV' 211,Wray 16- 284
348.8-09.0 |17 52 57.  -43 02 54. d 75..9026|He 2-306     |348-09 1 |17529-4302 |HENIZE 1964                     |ESO 279-12,Sa 2-267,StWr 2-29,Wray 16- 330
349.2-03.5 |17 28 51.  -39 49 12. d 77..1550|H 2-14       |349-03 1 |           |HARO 1952                       |ESO 333-11,Sa 3- 62,RPZM 2-22, VV' 210
349.3-01.1 |17 18 50.0 -38 26 06.   73..9034|NGC 6337     |349-01 1 |17188-3826 |HERSCHEL 1834                   |ESO 333-05,H 1-10,He 2- 215,Sa 2- 191,Sh 1- 6,VV' 181,Wray 16- 267
349.3-04.2 |17 32 10.  -40 10 06. d 77..2615|Lo 16        |         |17322-4009 |LONGMORE 1977                   |
349.5+01.0 |17 10 21.1 -37 02 38.   73..9034|NGC 6302     |349+01 1 |17103-3702 |FLEMING 1896                    |ARO 502,ESO 392-05,Gum 60,He 2- 204,RCW 124,Sa 2- 180,Sh 1- 3,Sh 2- 6,VV 94,VV' 168,Wray 16- 259
349.8+04.4 |16 57 47.7 -34 45 17.4  83..1405|M 2- 4       |349+04 1 |16578-3445 |MINKOWSKI 1947                  |ESO 391-07,He 2- 188,Sa 2-163,VV  84,VV' 150,Wray 16- 2456
350.1-03.9 |17 33 02.  -39 20 12. d 77..1550|H 1-26       |350-03 1 |17330-3920 |HARO 1952                       |ESO 334-01,He 2- 253,Sa 2-220,VV' 220,Wray 16- 291
350.5-05.0 |17 39 25.  -39 35 06. d 77..1550|H 1-28       |350-05 1 |17394-3935 |HARO 1952                       |ESO 334-05,He 2- 268,Sa 2-231,VV4 233,Wray 15-1760
350.8-02.4 |17 28 55.  -37 55 30. d 77..1550|H 1-22       |350-02 1 |17289-3755 |HARO 1952                       |ESO 333-12,He 2- 241,Sa 2-212,VV' 212,Wray 16- 283
350.9+04.4 |17 01 19.4 -33 55 05.   73..9034|H 2- 1       |350+04 1 |17013-3355 |HARO 1952                       |MWC 247,ESO 392-02,He 2- 194,SaSt 2- 14,VV' 155,Wray 16- 247
351.0-10.4 |18 05 24.4 -41 48 56.   83.28035|HaTr  9      |         |           |HARTL et al 1983                |
351.1+04.8 |17 00 30.  -33 25 42. d 77..1552|M 1-19       |351+04 1 |17005-3325 |MINKOWSKI 1946                  |ESO 392-01,He 2- 191,Sa 2-165,VV' 153,Wray 15-1601
351.2+05.2 |16 59 03.2 -33 05 47.3  83..1405|M 2- 5       |351+05 1 |16590-3305 |MINKOWSKI 1947                  |ESO 391-08,He 2- 190,SaSt 2-13,VV 86,VV' 152,Wray 16- 246
351.3+07.6 |16 50 24.  -31 35 42. d 80..1575|H 1- 4       |351+07 1 |           |HARO 1952                       |ESO 453-09,Sa 2-158,VV' 147,Wray 16- 240
351.6-06.2 |17 47 16.  -39 16 36. d 77..1550|H 1-37       |351-06 1 |17472-3916 |HARO 1952                       |ESO 334-09,He 2- 291,Sa 2-251,VV' 262,Wray 16- 314
351.7-10.9 |18 09 20.0 -41 31 15.   66.30012|Wray 16-385  |         |           |WRAY 1966                       |Sa 2-311,StWr 2-28
351.9+09.0 |16 47 06.  -30 14 48. d 80..1575|PC 13        |351+09 1 |16471-3014 |PEIMBERT et al 1961             |ESO 453-06,Sa 2-155,StWr 4- 3,Wray 16- 236
351.9-01.9 |17 29 37.3 -36 41 48.   66.30012|Wray 16-286  |         |17296-3641 |WRAY 1966                       |ESO 393-06,Sa 2-215
352.0-04.6 |17 41 41.  -38 07 36. d 77..1550|H 1-30       |352-04 1 |17416-3807 |HARO 1952                       |ESO 334-06,He 2- 272,VV' 237,Sa 2-23,Wray 16- 301
352.1+05.1 |17 02 16.  -32 28 06. d 80..1575|M 2- 8       |352+05 1 |17022-3228 |MINKOWSKI 1947                  |ESO 453-18,He 2- 197,Sa 2-170,VV 91,VV' 158,Wray 16- 248
352.6+00.1 |17 23 04.  -34 59 12. d 77..1552|H 1-12       |352+00 1 |17230-3459 |HARO 1952                       |ESO 392-12,He 2- 222,Sa 3- 51,VV' 190,Wray 16-273
352.6+03.0 |17 11 26.  -33 21 24. d 77..1552|H 1- 8       |352+03 2 |           |HARO 1952                       |ARO 549,ESO 392-06,Sa 2-182,VV' 170
352.8-00.2 |17 25 07.  -35 05 18. d 77..1552|H 1-13       |352-00 1 |17251-3505 |HARO 1952                       |ESO 393-01,He 2- 227,Sa 3-55,VV' 195,Wray 15-1712
352.9+11.4 |16 41 41.7 -27 58 36.   77..1134|K 2-16       |         |16416-2758 |KOHOUTEK 1977                   |ESO 453-02,Wray 17- 76, Anon 16h38
352.9-07.5 |17 56 44.4 -38 49 45.   73..9034|Fg 3         |352-07 1 |17567-3849 |FLEMING 1911                    |ARO 520,ESO 334- 10,He 2- 320,Sa 2-277,StWr 2-26,VV 133,VV' 308,Wray 16- 346
353.2-05.2 |17 47 20.  -37 23 06. d 77..1552|H 1-38       |353-05 1 |           |HARO 1952                       |ESO 393-35,Sa 3- 81,VV' 264,Wray 16- 315
353.3+06.3 |17 01 05.9 -30 49 20.9  83..1405|M 2- 6       |353+06 2 |17012-3049 |MINKOWSKI 1947                  |ESO 453-16,He 2- 192,Sa 2-166,VV  88,VV' 154
353.5-04.9 |17 46 24.13-37 00 35.0  90..1502|H 1-36       |353-04 1 |17463-3700 |HARO 1952                       |ESO 393-31,He 2- 289,Sa 2-249,VV' 259
353.7+06.3 |17 02 02.  -30 28 24. d 80..1575|M 2- 7       |353+06 1 |17020-3028 |MINKOWSKI 1947                  |ESO 453-17,He 2- 196,Sa 2-169,VV 90,VV' 157,Wray 15-1509
353.7-12.8 |18 23 11.0 -40 31 40.   66.30012|Wray 16-411  |         |18232-4031 |WRAY 1966                       |
354.2+04.3 |17 10 53.5 -31 16 16.0  83..1405|M 2-10       |354+04 1 |17108-3116 |MINKOWSKI 1947                  |ESO 454-01,He 2- 205,VV  95,VV' 169,Wray 15-1647
354.4-07.8 |18 01 32.  -37 38 24. d 77..1550|H 1-52       |354-07 1 |           |HARO 1952                       |ESO 335-01,Sa 2-292,VV' 332,Wray 16- 364
354.5+03.3 |17 15 38.  -31 36 00. d 77..1552|Th 3- 4      |354+03 1 |17156-3135 |THE 1964                        |ESO 454-07,Sa 3- 44
354.9+03.5 |17 16 07.  -31 09 30. d 77..1552|Th 3- 6      |355+03 3 |17161-3109 |THE 1964                        |ESO 454-09,Sa 3- 45
355.1+02.3 |17 21 12.  -31 40 36. d 67.30013|Th 3-11      |355+02 3 |17212-3140 |THE 1964                        |ESO 454-18,Sa 3- 47
355.1-02.9 |17 42 12.6 -34 32 45.4  83..1405|H 1-31       |355-02 4 |17422-3432 |HARO 1952                       |ESO 393-21,He 2- 276,Sa 2-238,VV' 240,Wray 16- 305
355.1-06.9 |17 59 08.0 -36 38 55.   73..9034|M 3-21       |355-06 1 |17591-3639 |MINKOWSKI 1948                  |ESO 394-21,He 2- 328,Sa 2-284,VV' 319,Wray 16- 352
355.2-02.5 |17 40 55.  -34 16 12. d 77..1552|H 1-29       |355-02 2 |17409-3416 |HARO 1952                       |ESO 193-16,He 2- 270,Sa 2-233,VV' 235,Wray 16- 299
355.4-02.4 |17 41 01.6 -34 05 25.   73..9034|M 3-14       |355-02 1 |17410-3405 |MINKOWSKI 1948                  |ARO 552,ESO 393-19,He 2- 271,Sa 2-234,VV' 236,Wray 16- 300
355.4-04.0 |17 47 51.9 -34 54 40.   76..9055|Hf 2-1       |355-04 1 |17478-3454 |HOFFLEIT 1953                   |ESO 393-37,Pe 1-10,Sa 2-253,VV' 266,Wray 16-316
355.6-02.7 |17 42 47.5 -34 02 38.0  83..1405|H 1-32       |355-02 3 |17427-3402 |HARO 1952                       |ESO 393-23,He 2- 278,Sa 2-241,VV' 245,Wray 16- 307
355.7-03.0 |17 44 31.  -34 07 00. d 77..1552|H 1-33       |355-03 1 |           |HARO 1952                       |ESO 393-26,He 2- 283,VV' 248
355.7-03.4 |17 45 39.  -34 21 00. d 77..1552|H 2-23       |355-03 2 |           |HARO 1952                       |ESO 393-27,He 3-1489,Sa 2-246,VV' 255
355.7-03.5 |17 45 54.6 -34 21 59.   76..9055|H 1-35       |355-03 3 |17459-3421 |HARO 1952                       |ESO 393-29,He 2- 288,My 103,Sa 2-247,VV' 257,Wray 16- 311
355.9+02.7 |17 21 27.  -30 49 12. d 77..1552|Th 3-10      |355+02 2 |17214-3049 |THE 1964                        |ESO 454-21,Sa 3- 48
355.9+03.6 |17 18 20.  -30 17 54. d 77..1552|H 1- 9       |355+03 2 |17183-3017 |HARO 1952                       |AS 226,ESO 454-14,He 2- 213,VV' 176,Wray 15-1689 ,MHa 76- 33,EM* AS 226,Sa 2- 190
355.9-04.2 |17 49 39.1 -34 37 45.0  83..1405|M 1-30       |355-04 2 |17496-3437 |MINKOWSKI 1946                  |ESO 394-05,He 2- 295,Sa 2-259,VV 120,VV' 271,Wray 16- 322
